ปี,เดือน,ประเภทการทำการประมง,เครื่องมือ,ขนาดเรือ,พื้นที่ทำการประมง,ชนิดสัตว์น้ำ,ปริมาณ,มูลค่า
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาลิ้นหมา,9.00,767.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลายอดจาก,9.00,412.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเก๋า,1.00,178.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,270.00,"7,880.00"
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปลาเป็ด,920.00,"7,819.00"
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งแชบ๊วย,3.00,842.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งกุลาลาย,1.00,361.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งโอคัก,43.00,"6,247.00"
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กั้งไข่,2.00,155.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปูม้า,2.00,412.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกกล้วย,50.00,"10,824.00"
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกกระดอง,51.00,"8,090.00"
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หมึกสาย,11.00,"1,313.00"
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,หอยเชลล์,29.00,"3,496.00"
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,กุ้งอื่น ๆ,139.00,"12,047.00"
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อ่าวไทย,ปูอื่น ๆ,6.00,828.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาจวด,2.00,86.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาทรายแดง,2.00,81.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาทรายขาว,1.00,33.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาปากคม,7.00,218.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาดาบเงิน,1.00,80.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลากะพงแดง,1.00,139.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลากระเบน,1.00,54.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาลิ้นหมา,1.00,85.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,24.00,700.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปลาเป็ด,122.00,"1,037.00"
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งแชบ๊วย,1.00,281.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งกุลาลาย,1.00,361.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งโอคัก,5.00,727.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปูม้า,1.00,206.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกกล้วย,2.00,432.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,หมึกกระดอง,2.00,318.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,กุ้งอื่น ๆ,5.00,433.00
2565,ตุลาคม,พาณิชย์,อวนลากแผ่นตะเฆ่,น้อยกว่า 30 ตันกรอส,อันดามัน,ปูอื่น ๆ,1.00,138.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาทู,1.00,69.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาอินทรี,2.00,317.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาสีกุน,7.00,251.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลากุเรา,1.00,123.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาหลังเขียว,4.00,68.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลากะตัก,8.00,148.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาน้ำดอกไม้,1.00,60.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาทรายแดง,2.00,81.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาตาโต,1.00,43.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลากดทะเล,3.00,166.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาเลยหน้าดิน,7.00,204.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาเลยผิวน้ำ,51.00,"1,488.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,ปลาเป็ด,24.00,204.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อ่าวไทย,หมึกกล้วย,5.00,"1,082.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาลัง,2.00,130.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาอินทรี,1.00,158.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาทูแขก,1.00,30.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาแข้งไก่,1.00,38.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาสีกุน,5.00,179.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาสีกุนตาโต,1.00,47.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาน้ำดอกไม้,2.00,120.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาทรายแดง,2.00,81.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาปากคม,1.00,31.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลากะพงแดง,3.00,416.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาตาโต,1.00,43.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาเลยหน้าดิน,2.00,58.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาเลยผิวน้ำ,1.00,29.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,ปลาเป็ด,20.00,170.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 150 ตันกรอสขึ้นไป,อันดามัน,หมึกกล้วย,1.00,216.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทู,65.00,"4,454.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาลัง,3.00,196.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาอินทรี,12.00,"1,901.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาดาบลาว,2.00,110.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาแข้งไก่,3.00,114.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาสีกุน,46.00,"1,652.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาสีกุนตาโต,5.00,235.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากุเรา,2.00,246.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาหลังเขียว,33.00,563.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากะตัก,123.00,"2,276.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากระบอก,7.00,865.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาจะละเม็ดดำ,2.00,330.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาน้ำดอกไม้,24.00,"1,442.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาจวด,12.00,516.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายแดง,34.00,"1,378.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาทรายขาว,20.00,652.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาปากคม,21.00,653.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาดาบเงิน,2.00,161.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากะพงแดง,23.00,"3,193.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาตาโต,3.00,129.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาดุกทะเล,1.00,107.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลากดทะเล,3.00,166.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,125.00,"3,648.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,7.00,203.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปลาเป็ด,853.00,"7,250.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกกล้วย,106.00,"22,948.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกกระดอง,11.00,"1,745.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หมึกหอม,3.00,660.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,หอยเชลล์,1.00,121.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อ่าวไทย,ปูอื่น ๆ,2.00,276.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทู,1.00,69.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาลัง,2.00,130.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาอินทรี,2.00,317.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาดาบลาว,1.00,55.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาแข้งไก่,5.00,188.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาสีกุน,10.00,359.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาสีกุนตาโต,3.00,141.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาหลังเขียว,5.00,85.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาน้ำดอกไม้,7.00,421.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาจวด,4.00,172.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทรายแดง,13.00,527.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาทรายขาว,5.00,163.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาปากคม,15.00,467.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาดาบเงิน,3.00,241.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลากะพงแดง,13.00,"1,804.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาตาโต,1.00,43.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลายอดจาก,1.00,46.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเลยหน้าดิน,60.00,"1,751.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเลยผิวน้ำ,1.00,29.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปลาเป็ด,228.00,"1,938.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปูม้า,1.00,206.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หมึกกล้วย,8.00,"1,732.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หมึกกระดอง,12.00,"1,903.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,หมึกหอม,1.00,220.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 30 ตันกรอส ถึงน้อยกว่า 60 ตันกรอส,อันดามัน,ปูอื่น ๆ,4.00,552.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทู,623.00,"42,688.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาลัง,75.00,"4,892.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาอินทรี,206.00,"32,625.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาดาบลาว,68.00,"3,718.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทูแขก,5.00,152.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาแข้งไก่,56.00,"2,101.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาสีกุน,705.00,"25,304.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาสีกุนตาโต,137.00,"6,423.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากุเรา,4.00,493.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาหลังเขียว,"1,083.00","18,499.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากะตัก,"2,039.00","37,723.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากระบอก,14.00,"1,730.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาจะละเม็ดดำ,39.00,"6,443.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาจะละเม็ดขาว,9.00,"2,836.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาน้ำดอกไม้,332.00,"19,952.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากระโทงแทง,2.00,92.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาจวด,135.00,"5,790.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายแดง,622.00,"25,204.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาทรายขาว,81.00,"2,637.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาปากคม,196.00,"6,104.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาดาบเงิน,48.00,"3,853.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากะพงแดง,159.00,"22,070.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาตาโต,234.00,"10,023.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลากดทะเล,61.00,"3,377.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาฉลาม,4.00,242.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลายอดจาก,16.00,734.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเก๋า,6.00,"1,068.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเลยหน้าดิน,"1,984.00","57,899.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเลยผิวน้ำ,365.00,"10,651.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,ปลาเป็ด,"10,360.00","88,057.00"
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,กั้งกระดาน,2.00,500.00
2565,ตุลาคม,พาณิชย์,อวนลากคู่,ตั้งแต่ 60 ตันกรอส ถึงน้อยกว่า 150 ตันกรอส,อ่าวไทย,หมึกกล้วย,"1,062.00","229,905.00"
